wiki_db,year,pagetitle,edits,desc_en,desc_ar,desc_de,desc_es,desc_fr,desc_ru,desc_zh,file_name,image_page,image_file,artist,license,licenseurl,daily_edits
ruwiki,2003,"Жад,_Клод",69,French actress,ممثلة فرنسية,französische Schauspielerin,actriz francesa,Actrice française,французская актриса,法國女演員,File:Claude_Jade.jpg,https://commons.wikimedia.org/wiki/File:Claude_Jade.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3a/Claude_Jade.jpg,Annola,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_13_0_0_13_1_4_0_0_0_0_0_0_0_0_14_6_0_9_0_0_2_0_0_2_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_2_0_2_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
enwiki,2003,Jesus,700,"Jewish preacher and religious leader, central figure of Christianity",داعية يهودي وزعيم ديني، يُعد الشخصية المركزية في المسيحية,zentrale Person des Christentums,"predicador y líder religioso judío, figura central de la Cristiandad","Prédicateur et chef religieux juif, figure centrale du christianisme","еврейский проповедник и религиозный лидер, центральная фигура христианства",猶太傳教士和宗教領袖，基督教的核心人物,File:Cefalù_Pantocrator_retouched.jpg,https://commons.wikimedia.org/wiki/File:Cefal%C3%B9_Pantocrator_retouched.jpg,https://upload.wikimedia.org/wikipedia/commons/6/63/Cefal%C3%B9_Pantocrator_retouched.jpg,Andreas Wahra,CC-BY-SA-3.0,http://creativecommons.org/licenses/by-sa/3.0/,0_0_0_0_1_0_3_1_0_1_0_1_0_0_0_0_0_0_0_1_2_0_5_1_0_0_10_2_1_1_3_0_0_0_0_0_0_0_1_0_0_2_0_2_0_0_0_0_0_0_0_5_1_0_0_4_0_0_0_0_1_1_1_0_0_0_0_0_0_7_0_0_0_0_0_0_0_0_0_0_0_0_4_1_5_2_6_0_0_7_3_0_0_0_0_0_0_0_0_0_6_5_0_1_0_0_0_1_0_1_0_0_0_9_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_0_0_2_2_0_0_0_0_0_2_0_0_0_0_0_0_0_0_1_1_0_0_0_0_3_0_2_0_0_0_0_0_0_2_1_0_0_0_0_0_0_0_0_0_0_0_2_2_1_0_2_0_2_0_0_0_0_0_0_3_0_0_0_0_0_0_0_0_2_0_2_1_1_0_2_0_0_0_1_0_1_3_0_0_0_0_4_3_0_0_0_1_4_3_0_0_1_0_0_1_0_0_0_0_1_0_1_2_0_0_1_4_4_3_4_2_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_2_2_0_3_0_1_0_2_0_0_6_2_0_0_2_3_0_1_3_3_1_10_16_0_13_35_0_0_10_13_22_20_23_42_30_47_2_7_12_6_1_6_9_4_2_3_6_47_13_4_5_4_5_2_0_3_0_2_3_0_0_0_1_8_2_8_0_4_6_2_2_1_0_0_1_0_4_0_0_5_0_1_0_8_1_0_0_0_1_1_0_0_0_0_0_0_0
frwiki,2003,Classification_APG,374,botanical classification of angiosperms established by the work of the Angiosperm Phylogeny Group,تصنيف نباتي لكاسيات البذور، وضعته مجموعة كاسيات البذور التطورية,erste Systematik der Bedecktsamer der Angiosperm Phylogeny Group (APG) von 1998,"clasificación botánica de las angiospermas, establecida por el trabajo del Grupo para la Filogenia de las Angiospermas",Classification botanique des angiospermes établie par les travaux du Groupe de phylogénie des angiospermes.,"ботаническая классификация покрытосеменных растений, созданная в результате работы Angiosperm Phylogeny Group",被子植物系統發育群組的工作建立的被子植物植物學分類,,,,,,,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_58_14_3_9_4_0_0_0_1_0_0_0_1_0_4_0_0_0_0_0_0_0_6_0_10_0_0_3_0_11_0_1_0_0_0_1_0_0_0_0_0_0_0_1_1_3_3_3_3_4_4_0_2_1_0_3_6_5_2_14_0_8_4_0_0_3_0_0_0_0_4_4_2_2_3_8_1_0_1_1_4_6_4_3_4_0_1_0_3_1_0_1_5_1_1_4_8_0_11_2_1_6_6_2_0_0_1_5_7_3_1_0_8_0_0_0_0_0_2_3_2_2_1_0_5_4_1_6_4_5_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_4_3_0_0_0_0_0_0_1_5_0_0_1_0_0_0_0_0_0_0_0_0_0
eswiki,2003,Aparato_respiratorio,110,system in an organism that exchanges respiratory gases,نظام تبادل الغازات التنفسية في الكائنات الحية,System der für die Atmung zuständigen Organe,sistema de intercambio de gases respiratorios en un organismo,système d'échange des gaz respiratoires dans un organisme,"система в организме, в которой происходи обмен дыхательными газами",生物體內交換呼吸氣體的系統,File:Respiratory_system_complete_es.svg,https://commons.wikimedia.org/wiki/File:Respiratory_system_complete_es.svg,https://upload.wikimedia.org/wikipedia/commons/a/a0/Respiratory_system_complete_es.svg,"

Respiratory_system_complete_en.svg: LadyofHats

derivative work: Ortisa (talk), Jmarchn

",Public domain,,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_30_26_0_20_7_4_6_4_3_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_3_0_2_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
zhwiki,2003,2003年12月,261,month of 2003,شهر في 2003,Monat 2003,mes del año 2003,mois de 2003,месяц в 2003 году,2003年的月份,,,,,,,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_13_0_0_3_1_3_1_0_0_2_0_0_0_2_6_3_0_12_6_3_0_2_2_0_0_1_0_4_0_0_0_0_0_0_2_0_11_0_0_0_1_0_2_5_0_0_0_4_3_1_0_0_2_0_0_0_0_0_0_0_0_4_0_0_7_3_0_0_0_1_0_0_0_4_3_7_18_8_6_0_0_0_1_3_0_1_0_2_0_1_1_0_0_0_10_0_3_11_5_1_1_2_3_0_1_3_0_0_1_0_0_0_1_7_0_4_0_6_5_2_1_4_0_0_0_0_0_0_0_6_0_1_2_0_0_3_0_0_0_0_0_0_2_4_0_1_2_0_4_0_0_0_0
arwiki,2003,ماء,11,chemical compound; main constituent of the fluids of most living organisms,مركب كيميائي يُعد المكون الأساسي لسوائل معظم الكائنات الحية,chemische Verbindung aus den Elementen Sauerstoff und Wasserstoff,"compuesto químico, principal compoente de los fluidos de la mayoría de los organismos vivos",composé chimique ; principal constituant des fluides de la plupart des organismes vivants,химическое соединение; основной компонент жидкостей большинства живых организмов,化學合成物——大多數生物體液體的主要成分,File:Water_droplet_blue_bg05.jpg,https://commons.wikimedia.org/wiki/File:Water_droplet_blue_bg05.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fc/Water_droplet_blue_bg05.jpg,"


		fir0002  flagstaffotos [at] gmail.com
		Canon 20D + Tamron 28-75mm f/2.8

		
                    

                         
                         
                         

	",GFDL 1.2,http://www.gnu.org/licenses/old-licenses/fdl-1.2.html,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_3_0_0_0_0_0_3_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0
dewiki,2003,September_2003,1392,month of 2003,شهر في 2003,Monat 2003,mes del año 2003,mois de 2003,месяц в 2003 году,2003年的月份,File:Mahmoud_abbas.jpg,https://commons.wikimedia.org/wiki/File:Mahmoud_abbas.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6b/Mahmoud_abbas.jpg,White House photo by Paul Morse,Public domain,,0_4_6_2_11_3_6_0_0_4_1_1_1_1_1_1_0_1_2_0_2_5_2_2_0_2_1_2_6_0_2_5_4_1_3_3_0_1_3_3_3_2_3_2_7_4_5_1_9_4_5_7_5_8_14_10_12_20_17_16_23_7_12_9_13_4_13_8_2_2_7_6_11_11_18_20_28_35_30_26_4_12_11_5_3_2_3_2_5_2_2_1_7_4_0_1_0_0_4_13_13_8_6_3_4_2_2_4_8_12_1_4_6_3_1_0_5_4_2_0_0_0_1_3_14_4_4_5_1_1_0_4_3_0_0_0_1_5_1_8_8_4_13_4_1_11_9_10_7_6_4_3_8_7_12_9_2_6_0_0_6_9_3_5_3_3_5_15_9_3_2_9_6_11_7_2_5_4_1_4_7_22_13_9_3_0_7_1_10_11_5_14_5_5_7_5_8_7_6_2_5_5_10_8_1_3_3_3_0_2_1_0_1_1_3_4_3_2_0_3_2_0_0_4_0_2_3_0_7_3_4_1_0_1_6_5_8_1_2_0_6_2_8_10_8_4_8_1_1_9_5_1_5_4_1_5_8_4_5_1_7_1_0_7_2_6_3_9_7_0_4_4_1_2_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_2_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
ruwiki,2004,Компьютерный_сленг,225,Wikipedia glossary list article about computer terms,قائمة ويكيبيديا حول مصطلحات الحاسوب,Wikipedia-Liste von Begriffen zu Computer-Hardware,artículo de Wikipedia con un glosario de terminología de computación,article de la liste du glossaire sur les termes informatiques sur Wikipedia,"статья-список, глоссарий в Википедии о компьютерных терминах",維基百科術語表——關於電腦術語的文章,,,,,,,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_0_3_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_5_2_0_0_0_0_0_0_0_0_0_0_1_2_2_0_0_0_0_0_0_2_3_1_0_1_0_0_0_0_0_0_0_0_0_0_0_3_1_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_3_0_3_5_1_1_2_4_0_29_0_0_0_3_0_0_0_0_0_0_0_1_1_1_6_1_0_4_5_0_0_0_0_1_0_2_0_0_3_1_3_2_0_4_0_0_0_0_0_0_1_2_0_0_0_0_0_0_0_0_0_0_3_0_0_0_0_0_0_0_6_10_6_4_0_0_0_0_0_0_2_4_0_0_0_0_1_0_0_0_0_1_1_2_1_0_0_0_0_0_0_0_1_1_3_2_0_1_0_0_0_0_0_3_11_0_2_0_1_1_0_0_0_0_0_0_2_1_0_1_0_0_0_0_0_0_0_1_0_4_0_0_0_0_0_0_0_0_0_2_0_0_0_0_1_0_0_0_0_0_0_1_1_0_2_0_0_3_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_10_0_0_0_0_0_3_0_0_0_0_0_0_3_0_0
enwiki,2004,George_W._Bush,5527,43rd president of the United States,الرئيس الثالث والأربعون للولايات المتحدة الأمريكية,43. Präsident der Vereinigten Staaten,cuadragésimo tercer presidente de los Estados Unidos,43 ème président des États-Unis,43-й президент США,美國第 43 任總統,File:George-W-Bush.jpeg,https://commons.wikimedia.org/wiki/File:George-W-Bush.jpeg,https://upload.wikimedia.org/wikipedia/commons/d/d4/George-W-Bush.jpeg,White house photo by Eric Draper.,Public domain,,0_0_4_26_6_4_0_13_1_0_1_1_5_2_1_0_0_0_6_2_1_0_0_7_0_12_6_1_0_11_3_7_1_7_8_3_3_5_2_6_3_12_22_26_30_2_2_12_3_0_2_24_3_8_5_4_3_1_2_4_9_0_13_36_21_12_28_55_9_22_17_10_29_35_2_7_14_50_15_48_14_12_8_21_20_25_17_9_13_14_17_12_1_8_6_7_14_5_6_12_10_4_10_13_1_5_6_26_2_28_5_1_9_1_10_7_35_6_35_34_23_13_7_19_9_6_12_11_1_4_21_8_14_8_7_14_16_16_2_20_9_10_4_11_20_5_6_6_6_1_5_17_30_14_8_21_23_6_0_1_2_10_7_12_4_15_11_8_11_2_22_16_7_12_6_11_27_16_5_7_8_6_5_8_1_8_4_9_9_6_3_13_18_16_12_36_9_38_28_0_0_0_0_1_15_27_21_0_0_0_1_0_0_17_65_1_0_1_0_0_1_0_0_0_5_24_5_16_10_0_0_0_41_18_2_0_0_0_0_7_25_11_15_26_21_10_54_36_17_46_16_37_26_52_1_5_1_0_0_1_2_25_17_39_19_16_42_17_15_20_39_14_7_0_8_39_12_0_0_0_0_16_49_21_53_27_21_19_42_23_17_77_72_33_17_27_29_15_23_38_33_30_0_2_1_0_0_63_0_0_80_37_68_63_91_111_0_1_0_0_0_1_0_0_0_0_7_68_38_0_0_0_18_43_50_33_48_67_36_48_38_23_16_17_28_34_20_29_56_38_28_34_46_65_34_46_33_10_21_7_8_24_21_12_25_23
frwiki,2004,Décembre_2004,3053,month of 2004,شهر في 2004,Monat 2004,mes del año 2004,mois de 2004,месяц в 2004 году,2004年的月份,,,,,,,7_18_3_7_8_0_1_0_0_0_0_8_0_5_2_4_5_0_2_5_0_0_3_4_5_3_0_5_10_8_2_4_1_4_6_2_3_5_0_2_2_4_0_0_4_13_4_2_6_2_0_2_3_9_17_11_13_11_13_4_5_12_6_3_1_8_6_7_8_15_28_3_4_0_22_5_17_12_16_6_14_25_7_15_7_6_24_24_2_16_23_10_10_7_20_18_9_55_9_31_8_10_1_7_0_2_2_3_1_3_15_6_3_8_6_10_2_10_2_8_16_35_5_1_6_2_6_3_22_8_4_0_10_1_11_13_14_4_2_16_5_17_11_5_3_4_17_10_12_10_3_10_10_7_6_8_9_0_0_13_14_14_17_10_7_3_9_14_19_14_0_9_13_2_0_2_0_0_41_13_6_16_10_21_2_11_5_8_19_4_13_4_3_6_4_3_6_4_3_5_3_9_2_9_6_6_6_1_13_11_3_18_16_6_14_5_17_12_16_4_12_22_7_20_18_18_4_32_20_10_3_0_2_6_0_1_5_8_6_5_4_5_13_3_0_6_21_18_10_1_8_3_6_0_5_10_11_18_6_8_3_7_4_0_7_4_2_7_13_5_6_15_9_6_4_4_6_5_9_6_11_11_7_3_5_7_8_3_2_6_4_3_4_5_12_2_13_5_7_0_13_6_14_14_4_8_6_18_6_14_17_20_4_31_4_4_5_20_0_7_10_6_23_14_5_7_17_9_11_10_15_8_10_7_7_6_4_5_6_7_4_15_10_8_14_12_1_7_16_7_4_8_7_15_6_14_15_33_0_11_11_16_3_13_33_18
eswiki,2004,España,306,"sovereign state in southwestern Europe with territories in the Mediterranean Sea, the Atlantic Ocean and northern Africa",دولة ذات سيادة في جنوب غرب أوروبا ولها أراضي في البحر الأبيض المتوسط والمحيط الأطلسي وشمال إفريقيا,Staat auf der Iberischen Halbinsel in Westeuropa,"Estado soberano en el sudoeste de Europa, con territorios en el Mar Mediterráneo, en el Océano Atlántico, y en el norte de África","État souverain du sud-ouest de l'Europe ayant des territoires dans la mer Méditerranée, l'océan Atlantique et l'Afrique du Nord.","суверенное государство в Юго-Западной Европе с территориями в Средиземном море, Атлантическом океане и Северной Африке",位於歐洲西南部的主權國家，並於地中海，大西洋和北非擁有領土,File:Flag_of_Spain.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Spain.svg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Spain.svg,"Pedro A. Gracia Fajardo, escudo de Manual de Imagen Institucional de la Administración General del Estado",CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,0_0_0_0_0_0_0_0_2_0_0_3_6_0_0_0_0_1_0_0_2_0_0_0_2_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_0_0_0_0_1_3_1_1_1_3_0_0_2_0_1_0_0_1_2_0_0_5_1_2_0_1_1_0_2_0_0_0_0_1_2_0_2_0_1_4_1_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_3_1_0_0_0_0_0_3_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_1_0_0_0_0_2_0_0_0_0_0_1_1_0_0_1_0_0_1_2_2_1_0_0_0_0_0_0_0_0_2_0_0_0_0_2_1_0_0_1_2_0_0_0_0_3_0_0_0_0_0_0_5_0_0_0_0_0_0_0_0_0_0_0_3_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_0_5_0_0_0_0_0_0_0_0_3_0_0_0_3_1_2_0_2_0_2_0_1_0_0_0_0_0_1_0_3_3_0_2_1_1_5_1_0_1_0_1_3_1_3_0_0_3_0_0_0_0_0_3_0_0_0_0_0_2_0_1_0_0_2_0_0_2_0_1_6_1_3_0_0_0_4_3_2_0_2_0_6_1_1_1_2_5_1_1_2_1_2_3_1_0_3_2_3_3_0_2_1_19_4_0_0_1_0_1_3_0_1_0_0_4_0_1_2_2_1_2_1_0_0_2_0_0_1_1_0_0_2_0_2_1_3_0_0_2_2_8_0_10_0_5
zhwiki,2004,中華民國,519,"democratic republic in East Asia, island state of disputed political status, with limited recognition",جمهورية ديمقراطية في شرق آسيا، دولة جزيرية ذات وضع سياسي متنازع عليه مع اعترافٍ محدود,demokratischer Inselstaat in Ostasien,"república democrática en Asia Oriental, Estado insular de estatus político en disputa, y reconocimiento limitado","république démocratique en Asie de l'Est, État insulaire au statut politique contesté, à la reconnaissance limitée","демократическая республика в Восточной Азии, островное государство со спорным политическим статусом, с ограниченным признанием",位於東亞的民主共和國，政治地位有爭議的島國，國際之間承認有限,File:Flag_of_the_Republic_of_China.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Republic_of_China.svg,https://upload.wikimedia.org/wikipedia/commons/7/72/Flag_of_the_Republic_of_China.svg,Sun Yat-sen,Public domain,,0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_3_0_0_0_0_2_3_0_0_0_2_2_0_0_0_0_0_10_0_4_1_0_0_0_0_3_2_1_0_0_0_0_0_3_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_0_0_0_0_0_0_0_0_0_0_0_0_2_2_1_0_0_0_0_6_0_0_0_1_0_0_2_1_0_0_0_0_0_0_0_0_0_0_24_10_1_16_2_3_11_17_0_2_2_7_1_2_0_0_0_0_4_0_1_3_0_7_0_1_0_0_0_3_0_2_0_9_1_0_2_0_0_2_4_5_6_0_2_1_9_1_1_0_2_0_0_1_0_0_0_0_2_1_1_1_21_0_0_0_0_2_1_0_0_0_0_0_0_0_0_0_0_0_3_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_6_0_1_5_7_0_12_6_6_0_0_6_0_3_2_1_5_7_0_0_0_0_0_0_0_0_0_3_0_2_0_0_1_0_0_0_6_1_0_0_1_0_0_0_4_0_0_0_0_0_3_2_0_0_2_0_0_0_2_0_10_10_0_0_0_5_0_5_7_23_0_0_0_0_0_2_0_0_22_0_0_1_0_0_6_0_2_2_0_0_2_7_1_1_0_4_0_2_7_0_6_0_2_0_1_0_1_8_1_3_1_6_0_0_5_3_1_2_2_2_1_2_0_0_0_2_0_0_0_0_0_2_0_0
arwiki,2004,الجزائر,139,sovereign in North Africa,دولة ذات سيادة في شمال أفريقيا,Staat im Norden Afrikas,soberano en África del Norte,souverain de l'Afrique du Nord,суверен в Северной Африке,北非主權,File:Flag_of_Algeria.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Algeria.svg,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Algeria.svg,This graphic was originaly Vectorization:  User:SKopp.,Public domain,,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_4_22_11_3_0_1_1_0_0_0_0_1_8_14_14_2_7_1_0_1_1_1_0_0_13_2_1_0_0_0_0_0_0_0_0_0_2_0_0_0_0_0_2_0_0_0_0_0_0_0_0_0_0_0_0_1_0_6_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_3_0_0_0_3_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_2_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_2_0_0_1_1_0_0_0_0_0_0_0_0_0_0
